1985 to 1989,49.0,0.9,0.4,3.1,4.3,5.3,4.8,4.3,4.8,2.9,2.2,2.0,5.9,6.9,1.2,.,6.1,.,.,.,.,.,0.4,0.5,.,.,.,.,0.4,3.6,1.2,.,6.0,.,.,.,.,0.4,.,0.4,.,.,0.4,0.8,2.2,1.7,.,.,4.3,.,.,.,.,.,.,0.4,1.4,0.4,0.5,0.8,0.8,.,.,.,7.1,0.4,.,.,0.4,.,1.4,1.5,2.1,.,.,.,0.9,0.4,.,.,8.2,.,.,.,0.4,1.4,1.7,1.2,.,1.3,1.3,0.4,0.4,.,.,.,4.2,.,.,.,0.4,1.3,0.9,0.4,0.9,.,.,.,0.4,.,.,.,4.1,.,.,.,0.9,1.7,.,.,.,0.7,.,.,0.8,.,.,.,2.0,.,.,0.4,0.4,.,.,.,.,.,.,.,.,1.2,.,.,2.8,.,.,0.8,1.2,.,0.4,.,0.4,.,.,.,.,.,.,.,4.1,0.5,0.4,1.9,0.4,0.4,.,.,.,0.4,.,.,.,.,.,.
1980 to 1984,39.2,1.5,1.6,2.9,3.8,2.4,5.7,2.9,3.1,5.1,3.9,1.6,2.0,2.0,0.4,0.4,4.1,.,.,.,.,0.4,0.8,0.9,.,0.4,0.4,.,0.4,0.7,.,.,4.8,.,.,.,.,.,1.6,.,0.8,0.4,0.7,0.8,0.4,.,.,.,6.4,.,.,0.4,.,.,.,0.4,0.7,2.4,0.5,0.8,.,1.2,.,.,6.1,.,.,.,0.8,0.4,0.7,0.4,0.8,1.4,0.7,.,0.7,.,.,.,5.0,.,0.4,.,.,0.4,2.1,.,.,0.4,0.9,.,0.4,.,0.4,.,2.4,.,0.4,.,.,0.7,.,0.8,0.4,.,.,.,.,.,.,.,3.5,0.4,.,.,1.6,.,.,0.4,.,.,0.7,.,.,.,.,0.4,2.5,0.8,0.4,0.4,0.9,.,.,.,.,.,.,.,.,.,.,.,0.8,.,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,3.7,0.4,0.4,1.2,0.4,0.4,0.4,.,0.4,.,.,.,.,.,.,.
1975 to 1979,48.6,.,0.9,1.4,5.5,4.8,5.9,5.2,3.0,3.6,3.3,0.8,4.6,5.5,0.9,3.2,4.9,.,.,.,.,0.4,.,.,.,.,.,.,0.4,2.8,0.4,0.9,7.7,.,.,0.5,.,.,1.3,.,0.8,0.4,1.3,0.4,2.2,0.9,.,.,7.5,.,.,.,.,.,.,0.5,0.8,2.3,0.4,0.4,1.2,1.4,.,0.4,7.7,.,.,.,.,0.7,2.3,2.3,1.3,.,.,.,0.4,.,.,0.7,2.9,.,.,.,.,.,0.5,0.7,.,.,0.8,.,0.4,.,.,0.4,4.3,.,.,.,.,0.9,0.9,1.2,.,0.4,0.4,.,.,.,0.5,.,5.4,.,.,0.5,3.5,0.4,0.5,.,.,.,.,.,.,.,.,0.4,4.4,.,0.9,.,0.8,2.0,0.4,.,.,.,0.4,.,.,.,.,.,2.0,.,.,0.4,0.8,.,.,0.4,.,.,.,.,.,.,.,0.4,1.6,.,.,.,0.4,0.4,.,.,.,0.4,.,.,.,0.4,.,.
1970 to 1974,50.0,.,1.7,1.8,5.7,4.5,5.4,4.3,1.7,6.9,2.4,2.4,3.0,5.0,2.4,3.0,9.1,.,.,.,.,1.1,0.4,0.7,0.4,0.5,0.4,.,0.8,2.5,1.2,1.1,8.9,.,.,.,0.6,0.4,0.9,0.4,.,0.4,0.8,1.5,1.4,2.1,0.4,.,4.7,.,.,.,0.8,.,.,.,0.4,2.3,0.5,.,.,.,0.7,.,7.4,.,.,.,.,.,0.8,2.5,0.4,1.6,0.7,0.5,.,0.4,.,0.4,2.4,.,.,.,.,0.4,0.5,.,0.4,.,.,0.4,.,.,.,0.7,4.1,.,.,.,0.4,1.3,0.8,0.7,.,0.9,.,.,.,.,.,.,5.4,.,.,.,1.8,0.4,1.1,.,.,0.9,.,.,0.5,.,.,0.7,2.5,.,0.4,0.5,0.4,.,0.8,.,.,0.4,.,.,.,.,.,.,2.1,.,.,0.4,0.8,0.8,.,.,.,.,.,.,.,.,.,.,3.4,.,1.2,0.9,0.9,.,.,.,.,.,.,.,0.4,.,.,.
1960 to 1969,70.0,0.4,0.8,5.9,6.3,7.5,11.3,7.7,2.8,5.9,4.5,3.0,2.5,6.1,2.0,3.4,8.6,.,.,.,.,.,1.7,0.4,.,.,0.4,0.4,0.4,3.7,1.6,.,8.8,.,.,.,0.4,.,1.7,0.4,.,1.3,0.8,0.9,1.7,0.9,.,0.8,6.8,.,.,.,.,0.4,.,.,1.6,1.2,1.7,0.8,0.4,.,.,0.6,10.5,.,.,0.4,0.8,0.7,2.3,2.5,0.4,1.2,1.2,0.5,.,0.4,.,.,7.0,.,.,0.7,1.2,1.3,1.3,1.2,0.4,0.4,.,.,.,.,.,0.4,5.5,.,.,0.4,0.9,1.2,1.2,0.8,.,.,.,0.4,.,0.4,.,.,7.8,.,.,0.7,1.2,1.8,0.9,2.0,.,0.4,.,.,.,.,0.4,0.4,8.1,.,.,1.5,0.8,1.7,1.3,0.4,0.4,0.4,0.4,.,.,.,.,1.2,3.5,.,.,1.3,0.4,0.4,0.4,.,.,1.0,.,.,.,.,.,.,3.5,0.4,0.8,0.8,0.4,.,0.4,.,.,.,.,.,.,0.7,.,.
1950 to 1959,25.6,.,0.4,2.0,2.1,3.5,2.7,2.5,4.1,4.5,1.3,.,1.3,1.2,.,.,1.7,.,.,.,.,.,.,0.4,.,.,.,.,0.4,0.8,.,.,2.1,.,.,.,0.4,.,.,.,.,.,0.8,.,0.4,0.4,.,.,3.8,.,.,.,.,.,0.4,.,1.2,1.3,0.4,.,0.4,.,.,.,3.3,.,.,.,.,.,0.5,0.8,0.9,1.1,.,.,.,.,.,.,2.9,.,.,.,.,0.9,0.9,.,0.4,0.7,.,.,.,.,.,.,3.0,.,.,.,0.4,.,0.4,0.9,0.4,0.9,.,.,.,.,.,.,2.5,.,.,0.4,0.4,0.9,.,.,0.4,0.4,.,.,.,.,.,.,1.7,.,.,.,0.4,0.4,.,.,0.8,.,.,.,.,.,.,.,1.3,.,.,.,0.4,0.9,.,.,.,.,.,.,.,.,.,.,3.3,.,0.4,1.6,.,0.4,0.4,0.4,.,.,.,.,.,.,.,.
1940 to 1949,29.9,0.5,0.4,1.5,2.5,5.3,2.3,3.2,3.6,2.2,1.9,2.1,.,2.4,0.9,1.2,1.7,.,.,.,.,.,.,.,.,.,.,.,.,0.8,0.9,.,4.0,.,.,.,.,0.5,.,.,.,0.4,1.2,0.4,.,1.1,.,0.4,2.1,.,.,.,0.4,.,.,.,0.4,0.5,0.4,0.4,.,.,.,.,4.2,.,.,.,.,0.4,1.1,0.4,1.7,.,.,0.6,.,.,.,.,1.5,.,.,.,.,.,0.4,.,0.6,.,.,.,.,.,.,0.4,4.1,.,.,.,.,0.9,0.4,1.1,0.4,0.9,.,.,.,0.4,.,.,3.3,.,.,.,.,0.8,.,1.3,0.5,0.4,0.4,.,.,.,.,.,3.1,.,.,1.1,.,1.3,.,0.4,.,.,.,.,.,.,.,0.4,1.6,.,.,.,0.4,0.9,0.4,.,.,.,.,.,.,.,.,.,4.2,0.5,0.4,0.4,1.6,0.4,.,.,.,.,.,0.8,.,.,.,.
1930 to 1939,14.5,.,.,1.2,0.9,0.5,0.4,1.6,0.4,2.9,1.6,0.4,2.6,1.3,.,0.7,1.7,.,.,.,.,.,.,.,.,.,0.4,.,0.8,0.4,.,.,0.9,.,.,.,.,.,.,.,.,0.4,.,.,0.5,.,.,.,3.7,.,.,.,.,.,.,0.4,0.4,1.4,0.8,.,.,.,.,0.7,2.7,.,.,.,.,.,0.4,0.8,.,1.1,.,.,0.4,.,.,.,0.8,.,.,.,.,.,.,0.4,.,.,.,.,0.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.9,.,.,.,0.5,.,.,.,.,.,.,0.4,.,.,.,.,2.1,.,.,0.4,.,0.5,.,.,.,.,0.4,.,0.4,0.4,.,.,1.7,.,.,0.8,0.4,.,.,.,.,.,.,.,.,0.4,.,.
1920 to 1929,17.8,.,.,.,1.2,5.0,3.2,2.1,1.3,0.4,.,0.7,1.0,2.5,0.4,.,3.4,.,.,.,.,.,.,0.8,.,.,.,.,.,2.1,0.4,.,0.7,.,.,.,.,.,0.7,.,.,.,.,.,.,.,.,.,2.0,.,.,.,.,.,.,0.4,0.4,.,.,0.7,.,0.4,.,.,2.8,.,.,.,0.4,1.5,0.5,0.4,.,.,.,.,.,.,.,.,1.8,.,.,.,.,0.5,0.4,0.4,0.5,.,.,.,.,.,.,.,2.6,.,.,.,.,1.7,0.4,.,.,.,.,.,0.5,.,.,.,0.9,.,.,.,.,0.5,.,.,0.4,.,.,.,.,.,.,.,1.5,.,.,.,.,.,1.2,.,.,0.4,.,.,.,.,.,.,1.3,.,.,.,0.4,0.4,.,.,.,.,.,.,0.5,.,.,.,0.8,.,.,.,0.4,0.4,.,.,.,.,.,.,.,.,.,.
1919 or earlier,22.4,.,.,1.2,2.1,1.3,4.8,1.8,0.4,2.8,2.4,0.4,2.9,1.2,0.5,0.4,2.4,.,.,.,.,.,.,0.4,.,.,0.7,.,0.7,.,0.5,.,3.4,.,.,0.4,.,.,0.4,0.4,.,0.4,0.8,.,0.4,.,.,0.4,1.8,.,.,.,.,.,.,.,.,1.4,0.4,.,.,.,.,.,4.7,.,.,.,.,.,1.1,0.5,0.4,0.5,0.4,.,0.9,0.8,.,.,1.1,.,.,.,.,0.5,.,.,.,.,.,.,0.5,.,.,.,2.4,.,.,.,.,0.4,1.2,.,.,0.4,.,.,0.4,.,.,.,2.0,.,.,.,0.4,.,0.7,0.4,.,.,.,.,.,0.4,.,.,1.3,.,.,.,.,0.4,0.9,.,.,.,.,.,.,.,.,.,1.3,.,.,.,0.4,.,0.4,.,.,.,.,0.4,.,.,.,.,2.1,.,.,0.8,1.3,.,.,.,.,.,.,.,.,.,.,.
Median (year), 1978, 1985, 1982, 1983, 1980, 1977, 1978, 1975, 1982, 1975, 1979, 1976, 1981, 1980, 1978, 1973, 1975,.,.,.,., 1974, 1970, 1969, 2005, 1975, 1966, 1965, 1973, 1980, 1977, 1976, 1977,.,., 1975, 1967, 1974, 1977, 1987, 1980, 1974, 1970, 1976, 1984, 1980, 1990, 1961, 1978,.,., 1992, 1972, 1970, 1992, 1979, 1975, 1974, 1976, 1983, 1987, 1984, 1973, 1966, 1974, 1988,., 1965, 1981, 1963, 1970, 1974, 1980, 1974, 1983, 1968, 1979, 1965,., 1976, 1983,., 1983, 1965, 1968, 1980, 1984, 1986, 1967, 1989, 1986, 1985, 1977, 2001, 1983, 1972, 1976,., 1983, 1965, 1967, 1976, 1975, 1975, 1989, 1970, 1995, 2000, 1929, 1965, 1978, 2000, 1982, 1983, 2008, 1976, 1980, 1977, 1997, 1965, 1992, 1973, 1983, 2003, 1989, 1920, 1965, 1974, 1977, 1983, 1979, 1972, 1986, 1976, 1968, 2002, 1960, 1995, 1978, 1935, 2006, 1988,., 1963, 1981,., 1993, 1985, 1987, 1969, 1987, 1978, 2001, 1965, 1935, 1920, 1935, 1935,., 1978, 1986, 1987, 1981, 1987, 1983, 1998, 1965, 1960, 2006, 1988, 1998, 1945, 1990, 1965, 2005, 2003
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Stories in Structure3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,100.9,.,1.5,2.4,8.9,11.2,14.0,7.2,5.8,13.0,6.6,5.0,5.4,10.0,3.6,6.3,12.2,.,.,.,.,.,0.8,.,.,0.5,.,.,1.9,5.6,2.9,0.5,8.4,.,.,.,0.6,.,1.2,.,.,0.4,0.7,1.6,1.3,2.1,.,0.4,15.9,.,.,.,0.4,0.4,.,0.4,1.6,4.7,2.5,2.1,0.8,0.8,0.7,1.3,13.3,.,.,0.4,0.8,0.4,1.3,2.2,1.7,2.7,2.3,0.5,.,0.4,.,0.7,7.4,.,0.4,.,0.8,0.5,2.6,0.4,.,1.2,.,.,0.9,.,.,0.7,12.6,.,.,.,0.4,2.8,3.5,1.5,1.3,1.7,.,.,0.5,0.4,.,0.4,13.7,.,.,0.7,1.2,3.0,2.9,2.2,0.4,1.1,0.7,0.4,.,.,.,1.1,6.8,.,0.4,0.4,0.7,1.3,0.8,.,0.8,0.7,0.4,.,.,.,.,1.2,3.8,.,.,.,1.6,1.3,0.4,.,.,.,.,0.4,.,.,.,.,7.0,.,0.8,0.9,2.4,1.5,0.4,0.4,.,.,.,.,.,0.7,.,.
2,189.4,2.5,3.9,12.2,20.9,17.7,23.5,15.8,17.8,15.8,13.2,4.4,14.5,18.3,4.3,4.6,19.5,.,.,.,.,1.9,.,0.9,.,.,0.8,0.4,2.8,9.3,2.1,1.2,21.8,.,.,0.5,0.4,0.4,2.4,1.1,0.8,2.4,1.3,1.2,4.8,5.0,0.4,1.0,20.9,.,.,0.9,0.4,.,.,0.9,5.2,4.8,3.1,0.8,2.7,1.3,.,0.8,27.0,0.4,.,.,0.4,2.3,6.7,3.5,3.9,4.6,2.8,.,2.0,0.4,.,.,18.9,.,.,.,0.4,2.4,4.8,3.4,2.3,1.2,2.5,0.4,.,0.7,0.4,0.4,13.7,.,0.4,.,0.9,2.1,2.9,2.3,2.1,0.4,1.1,0.4,.,0.4,0.5,.,20.9,.,.,0.4,7.4,1.7,3.5,2.1,2.1,1.7,0.7,.,0.5,.,0.4,0.4,17.2,0.8,0.4,2.9,3.1,3.9,1.7,1.1,0.4,0.4,0.4,0.4,0.7,0.4,.,0.4,9.5,.,0.4,1.3,3.3,1.7,0.7,0.4,0.4,.,0.4,.,0.5,.,.,0.4,20.2,1.3,2.6,6.3,4.5,1.2,0.8,.,0.5,0.4,.,0.8,0.4,0.9,0.4,.
3,143.6,0.9,2.5,13.4,14.7,18.4,16.8,14.7,8.4,11.3,7.1,5.5,11.0,13.4,3.3,2.2,14.3,.,.,.,.,.,.,1.5,0.4,.,1.5,.,0.9,7.1,2.9,.,17.6,.,.,0.4,0.4,.,1.7,0.8,.,2.2,2.2,2.3,5.1,2.3,.,.,13.0,.,.,.,0.4,0.4,0.4,1.2,0.9,2.8,1.8,2.8,0.4,1.9,.,.,18.1,.,.,.,1.3,0.7,3.2,4.7,3.8,1.9,.,.,1.3,0.8,.,0.4,14.7,.,.,0.4,0.9,4.0,3.4,1.3,0.8,1.3,0.8,0.4,0.4,.,.,0.9,10.9,.,.,0.4,.,4.3,0.9,2.8,.,0.9,0.4,.,0.4,0.4,.,0.4,14.7,.,0.4,.,4.0,2.9,2.6,1.1,0.4,0.9,.,.,1.6,0.4,.,0.4,12.9,.,1.2,1.3,2.5,2.1,3.3,0.8,0.4,0.4,0.4,.,0.4,.,.,.,11.4,.,.,4.3,2.8,0.8,1.3,.,1.2,0.5,.,.,.,0.4,.,.,15.9,0.9,0.9,6.5,2.5,3.1,.,0.4,0.4,0.4,.,.,0.4,.,0.4,.
4 to 6,63.0,0.4,1.2,3.6,5.9,7.0,7.0,5.8,3.3,9.0,3.7,2.3,5.5,5.9,0.9,1.3,6.8,.,.,.,.,.,1.3,0.8,0.4,0.4,0.4,.,.,2.5,0.9,.,8.4,.,.,.,.,0.9,0.4,.,.,0.8,1.6,0.4,2.5,1.3,.,0.4,8.7,.,.,0.4,.,.,0.9,.,0.9,3.1,1.2,.,0.8,1.4,.,.,8.4,.,.,.,0.4,.,1.1,3.4,0.8,1.4,.,0.9,.,0.4,.,.,5.0,.,.,.,.,.,0.4,0.8,0.4,1.2,0.4,.,0.9,0.4,.,0.4,6.9,.,.,.,0.8,1.7,1.8,0.4,.,0.8,.,0.5,0.8,.,.,.,5.2,.,.,0.4,1.7,1.4,0.8,.,0.4,.,.,0.4,.,.,.,.,4.3,.,.,0.8,1.4,0.8,0.4,0.4,.,0.4,.,.,.,.,.,.,4.6,.,.,1.2,0.4,1.7,.,.,0.4,0.4,.,.,0.4,.,.,.,4.8,0.4,1.2,0.8,1.1,0.4,.,.,.,0.4,.,.,.,.,.,0.4
7 or more,22.9,0.9,0.4,0.8,1.6,3.8,4.9,2.7,0.8,1.4,2.0,0.4,0.5,1.2,1.4,.,4.3,.,.,.,.,.,1.3,0.8,.,.,.,.,.,1.2,1.0,.,4.8,.,.,.,.,0.4,2.4,0.8,.,.,0.7,.,.,.,0.4,.,0.8,.,.,.,0.4,.,.,.,0.4,.,.,.,.,.,.,.,2.2,.,.,.,.,0.7,.,1.0,.,.,0.4,.,.,.,.,.,1.8,.,.,0.4,.,0.5,.,.,.,0.5,0.4,.,.,.,.,.,1.3,.,.,.,.,0.4,.,.,0.4,0.5,.,.,.,.,.,.,2.5,0.4,.,0.5,0.4,.,0.8,.,.,.,.,0.4,.,.,.,.,0.9,.,.,.,.,0.4,.,.,.,0.5,.,.,.,.,.,.,1.3,.,.,.,.,0.4,0.4,.,.,.,.,.,0.5,.,.,.,3.1,0.5,0.4,.,0.8,0.9,.,.,.,.,0.4,.,.,.,.,.
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Stories Between Main and Apartment Entrances3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
"   Multiunits, 2 or more floors",327.9,3.5,7.2,24.9,33.1,36.2,39.9,30.8,22.0,29.8,20.1,9.9,27.8,31.6,6.9,4.2,39.4,.,.,.,.,1.9,2.5,4.1,0.8,0.4,2.3,0.4,3.3,17.1,5.6,0.8,48.1,.,.,0.9,0.9,1.7,6.5,2.1,0.8,4.6,5.8,4.0,12.4,7.1,0.9,0.4,38.6,.,.,1.3,1.2,0.4,0.8,2.1,6.9,9.5,5.3,2.1,3.9,4.2,.,0.8,44.8,0.4,.,.,1.7,3.0,9.1,11.4,7.6,5.7,1.3,0.9,1.7,1.6,.,0.4,33.7,.,.,0.7,0.9,6.8,8.1,4.8,1.7,3.9,3.0,0.8,1.4,0.4,0.4,0.9,25.0,.,0.4,0.4,1.8,8.1,4.7,4.0,0.4,1.8,0.8,1.0,1.2,0.4,.,.,30.4,0.4,0.4,0.9,12.3,5.1,4.3,1.5,1.3,0.9,0.4,0.8,1.7,.,.,0.4,24.2,.,1.7,4.7,6.3,4.1,3.4,0.4,0.4,1.7,0.8,.,0.4,0.4,.,.,18.7,.,.,6.8,4.6,2.1,0.4,0.4,1.6,1.0,.,.,1.4,0.4,.,.,25.1,2.7,4.6,9.2,3.6,2.9,.,.,0.4,0.4,0.4,.,0.4,.,.,0.4
None (on same floor),105.8,2.3,0.9,6.6,11.9,11.6,10.4,12.0,6.2,8.2,8.6,1.7,11.5,10.6,1.3,1.7,12.6,.,.,.,.,0.8,0.4,1.4,.,0.4,1.2,.,2.0,5.4,0.9,.,18.8,.,.,.,0.4,0.9,1.3,0.8,.,2.1,3.0,0.4,6.0,3.5,0.4,.,13.3,.,.,0.8,.,.,0.4,0.8,2.0,3.4,1.4,0.9,1.9,0.9,.,0.8,14.8,.,.,.,0.9,1.4,2.5,4.3,2.6,1.1,1.3,.,0.4,0.4,.,.,11.6,.,.,.,0.9,2.3,3.0,1.6,0.4,1.3,0.9,0.4,.,.,.,0.9,6.9,.,.,.,0.4,2.1,0.9,2.3,.,.,0.4,.,0.8,.,.,.,6.4,0.4,.,0.5,2.7,0.4,1.6,.,0.9,.,.,.,.,.,.,.,7.5,.,0.4,1.0,2.8,1.7,.,0.4,0.4,.,0.4,.,.,0.4,.,.,5.2,.,.,0.4,3.0,0.5,0.4,0.4,.,.,.,.,0.5,.,.,.,8.7,1.9,0.5,3.9,0.8,1.6,.,.,.,.,.,.,.,.,.,.
1 (up or down),87.0,0.4,2.9,5.3,6.6,7.3,11.0,7.9,5.0,9.3,6.5,4.0,6.8,11.3,1.7,0.9,9.9,.,.,.,.,0.5,.,0.7,.,.,1.1,.,0.4,5.8,1.3,.,11.2,.,.,.,.,.,2.0,.,0.8,0.9,1.7,2.4,2.6,0.9,.,.,10.2,.,.,.,0.4,.,.,0.9,1.4,2.1,1.4,0.8,0.4,2.9,.,.,15.7,0.4,.,.,0.4,0.7,3.6,3.1,1.6,3.7,.,0.5,0.9,0.8,.,.,9.2,.,.,0.4,.,1.4,2.4,2.0,.,0.4,1.2,.,1.0,.,0.4,.,6.4,.,0.4,0.4,.,1.8,0.4,0.9,.,0.8,0.4,0.4,0.4,0.4,.,.,9.1,.,.,.,4.4,1.4,0.8,0.4,.,0.5,0.4,.,0.8,.,.,0.4,6.3,.,0.4,2.0,0.9,0.4,1.8,.,.,0.4,0.4,.,.,.,.,.,3.7,.,.,0.8,.,0.8,.,.,1.2,0.4,.,.,.,0.4,.,.,5.3,.,2.1,1.6,0.4,0.4,.,.,.,.,.,.,0.4,.,.,0.4
2 or more (up or down),135.2,0.8,3.3,13.1,14.6,17.2,18.5,10.9,10.7,12.3,4.9,4.2,9.5,9.7,3.9,1.6,16.9,.,.,.,.,0.6,2.1,2.1,0.8,.,.,0.4,0.8,5.8,3.4,0.8,18.0,.,.,0.9,0.4,0.8,3.3,1.2,.,1.6,1.1,1.2,3.9,2.7,0.4,0.4,15.1,.,.,0.4,0.8,0.4,0.4,0.4,3.6,4.1,2.6,0.4,1.7,0.4,.,.,14.4,.,.,.,0.4,0.8,3.0,4.1,3.4,0.8,.,0.4,0.4,0.4,.,0.4,12.9,.,.,0.4,.,3.1,2.7,1.2,1.3,2.2,0.9,0.4,0.4,0.4,.,.,11.7,.,.,.,1.3,4.3,3.4,0.8,0.4,0.9,.,0.5,.,.,.,.,14.9,.,0.4,0.4,5.2,3.4,1.9,1.1,0.4,0.4,.,0.8,0.9,.,.,.,10.4,.,0.8,1.7,2.6,2.0,1.6,.,.,1.2,.,.,0.4,.,.,.,9.8,.,.,5.6,1.6,0.8,.,.,0.4,0.5,.,.,0.9,.,.,.,11.0,0.8,2.1,3.6,2.4,0.9,.,.,0.4,0.4,0.4,.,.,.,.,.
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Elevator on Floor3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
"   Multiunits, 2 or more floors",327.9,3.5,7.2,24.9,33.1,36.2,39.9,30.8,22.0,29.8,20.1,9.9,27.8,31.6,6.9,4.2,39.4,.,.,.,.,1.9,2.5,4.1,0.8,0.4,2.3,0.4,3.3,17.1,5.6,0.8,48.1,.,.,0.9,0.9,1.7,6.5,2.1,0.8,4.6,5.8,4.0,12.4,7.1,0.9,0.4,38.6,.,.,1.3,1.2,0.4,0.8,2.1,6.9,9.5,5.3,2.1,3.9,4.2,.,0.8,44.8,0.4,.,.,1.7,3.0,9.1,11.4,7.6,5.7,1.3,0.9,1.7,1.6,.,0.4,33.7,.,.,0.7,0.9,6.8,8.1,4.8,1.7,3.9,3.0,0.8,1.4,0.4,0.4,0.9,25.0,.,0.4,0.4,1.8,8.1,4.7,4.0,0.4,1.8,0.8,1.0,1.2,0.4,.,.,30.4,0.4,0.4,0.9,12.3,5.1,4.3,1.5,1.3,0.9,0.4,0.8,1.7,.,.,0.4,24.2,.,1.7,4.7,6.3,4.1,3.4,0.4,0.4,1.7,0.8,.,0.4,0.4,.,.,18.7,.,.,6.8,4.6,2.1,0.4,0.4,1.6,1.0,.,.,1.4,0.4,.,.,25.1,2.7,4.6,9.2,3.6,2.9,.,.,0.4,0.4,0.4,.,0.4,.,.,0.4
With at least 1 working elevator,72.1,0.8,2.4,3.2,5.8,8.1,11.3,8.4,3.3,7.2,4.6,3.1,5.7,5.4,2.3,0.4,10.5,.,.,.,.,.,2.1,2.8,0.8,.,0.4,.,0.4,2.1,1.9,.,12.8,.,.,0.4,.,0.8,3.3,1.2,.,0.4,1.9,0.9,2.0,1.3,0.4,.,7.7,.,.,.,0.8,.,0.4,.,0.9,1.9,0.9,.,1.2,1.6,.,.,6.9,.,.,.,.,0.7,1.1,3.4,0.4,0.8,.,0.4,.,.,.,.,5.4,.,.,0.4,.,1.0,0.4,0.4,.,1.3,0.4,0.4,0.4,0.4,.,0.4,7.3,.,.,.,0.8,1.7,1.3,0.4,0.4,0.9,0.4,0.5,0.8,.,.,.,7.6,.,0.4,.,1.7,0.9,2.3,0.2,0.4,0.5,.,0.8,0.4,.,.,.,6.3,.,0.4,1.2,1.7,1.6,0.4,.,.,0.9,.,.,.,.,.,.,2.1,.,.,0.8,.,0.4,.,.,0.4,.,.,.,0.5,.,.,.,5.4,0.8,1.6,0.4,0.8,0.9,.,.,.,0.4,0.4,.,.,.,.,.
